요양기관명,시도코드명,시군구코드명,주소,전화번호,개설일자,좌표(x),좌표(y)
구로참조은약국,서울,구로구,"서울특별시 구로구 구로동로 78, 시몬빌딩 1층 (구로동)",,20200226,126.8858836,37.4858069
금오약국,서울,중구,"서울특별시 중구 퇴계로 61, 3층 (남창동, 금오빌딩)",02-318-9031,20080526,126.9789281,37.5593755
빛고을사랑약국,광주,광주광산구,"광주광역시 광산구 임방울대로 134, 104호 (운남동)",062-954-7577,20200531,126.8178492,35.173059
늘사랑약국,대구,대구북구,"대구광역시 북구 공항로 10, (복현동)",053-951-4565,20060519,128.616315,35.8976341
아리랑약국,경기,의정부시,"경기도 의정부시 평화로 634, 1층 (의정부동)",031-846-3044,19660527,127.0454653,37.7484413
광명약국,경기,안성시,"경기도 안성시 장기로 40, 1층 (인지동)",031-675-4460,20100906,127.2676157,37.0056074
유일약국,대구,대구동구,"대구광역시 동구 동촌로 231, 1층 (방촌동)",053-984-0061,20150406,128.6658293,35.8816153
옵티마안민약국,충북,청주서원구,"충청북도 청주시 서원구 구룡산로 235, (수곡동)",043-288-5858,20100908,127.4713416,36.6160215
유일약국,충남,공주시,"충청남도 공주시 번영1로 134, (신관동)",041-856-8570,20190422,127.1423053,36.4742296
믿음약국,강원,강릉시,"강원특별자치도 강릉시 율곡로 2791, 1층 (성남동)",033-920-1225,20220425,128.9009344,37.7540661
정문약국,충북,청주서원구,"충청북도 청주시 서원구 1순환로 771, (개신동)",043-277-8333,20100826,127.4638399,36.6251968
아람약국,세종시,세종시,"세종특별자치시 보듬3로 143, 대영프라자 102호 (아름동)",044-862-5265,20180501,127.2436211,36.5116275
청솔약국,경북,문경시,"경상북도 문경시 당교3길 20, (모전동)",054-556-0999,20030429,128.1897023,36.5854894
대한약국,대구,대구수성구,"대구광역시 수성구 범안로 81, (범물동)",053-781-1636,19920828,128.647107,35.8192098
원진약국,대구,대구달서구,"대구광역시 달서구 구마로 265, (성당동)",053-621-0205,20071112,128.5568683,35.8378877
성모약국,서울,마포구,"서울특별시 마포구 백범로 127, 1층 (염리동)",02-713-7854,20011102,126.9454449,37.5465715
중앙약국,경기,이천시,"경기도 이천시 중리천로 81, (창전동)",031-638-4060,20000509,127.4464864,37.278669
샘물약국,대구,대구수성구,"대구광역시 수성구 국채보상로 830, 1층 (범어동)",053-759-8485,20111206,128.6215292,35.8673008
대구약국,경북,청송군,"경상북도 청송군 진보면 진보로 121, (진보면)",054-874-2568,20001222,129.0449651,36.5287874
메디팜백악관약국,서울,광진구,"서울특별시 광진구 용마산로 4, 1층 (중곡동)",02-457-6363,20170102,127.0887607,37.5540489
일층가락약국,서울,송파구,"서울특별시 송파구 양재대로 932, 105호 (가락동, 가락몰 관리업무동)",02-404-2101,20170131,127.1110027,37.4961026
1(일)약국,경기,안양만안구,"경기도 안양시 만안구 박달로 518, (박달동)",031-468-3354,20071010,126.9102181,37.4024396
화평당약국,경북,영천시,"경상북도 영천시 옛군청1길 27-1, (문내동)",054-334-2155,20121105,128.9323948,35.9681176
하나로약국,경북,문경시,"경상북도 문경시 흥덕로 2, (흥덕동)",054-555-0670,20050725,128.2038735,36.6017604
무림약국,대구,대구북구,"대구광역시 북구 원대로 76, (고성동3가)",053-359-0070,20061218,128.58195,35.8842387
박약국,대구,대구북구,"대구광역시 북구 호암로 20, 126동 110호 (칠성동2가, 성광우방타운)",053-359-1999,19990201,128.591653,35.8823179
제일약국,경북,울진군,"경상북도 울진군 평해읍 평해로 68, (평해읍)",054-787-5038,19990213,129.4418225,36.7266111
매일인터넷약국,대구,대구남구,"대구광역시 남구 효성중앙길 14, (봉덕동)",053-471-3377,19990309,128.6009945,35.8354844
건강백세약국,경북,포항북구,"경상북도 포항시 북구 창흥로 13, (창포동)",054-247-1201,20010402,129.3689861,36.0620197
동인당약국,경기,안산단원구,"경기도 안산시 단원구 지곡로 35, 1층 (선부동)",031-485-2089,19991014,126.8033351,37.337661
한마음약국,서울,금천구,"서울특별시 금천구 금하로 720, (시흥동)",,20011029,126.909473,37.4504709
서약국,경기,부천시,"경기도 부천시 소삼로 20, (소사본동)",032-344-9157,20040308,126.7952674,37.4783907
수정온누리약국,경북,안동시,"경상북도 안동시 중앙로 74-1, (동부동)",054-857-4157,19891226,128.7346913,36.5648031
미듬약국,전북,전주완산구,"전라북도 전주시 완산구 용리로 56, (삼천동1가)",063-226-7896,20130429,127.1159637,35.7984172
한남약국,경기,평택시,"경기도 평택시 중앙로 7-1, (통복동)",031-655-2787,20040802,127.0841984,36.9955585
남이약국,전북,정읍시,"전라북도 정읍시 우암로 13, (시기동)",063-533-5980,20021023,126.8539783,35.56471
편안한약국,서울,성북구,"서울특별시 성북구 동소문로20다길 2, 1층 (동선동1가)",02-925-6700,20191212,127.0168752,37.591509
참조은약국,전북,군산시,"전라북도 군산시 의료원로 42, (지곡동)",063-471-6755,20021021,126.7112815,35.9558031
건강백세약국,전북,익산시,"전라북도 익산시 무왕로13길 3, (영등동)",063-836-1217,20100824,126.9765441,35.9587995
운정온누리약국,경기,파주시,"경기도 파주시 와석순환로 72, 106호 (야당동, 홍원프라자)",031-942-1905,20161017,126.7512787,37.7106084
서약국,경기,하남시,"경기도 하남시 대청로 79-1, 101호 (신장동)",031-792-8024,20040719,127.2217571,37.5415315
산호약국,경북,구미시,"경상북도 구미시 산호대로31길 15, 102호 (옥계동, 4공단메디파크)",054-472-7799,20160301,128.4220824,36.1377477
남경북약국,대구,대구남구,"대구광역시 남구 이천로 40, (봉덕동)",053-475-9991,19990503,128.5985202,35.8445623
동성약국,대구,대구달서구,"대구광역시 달서구 감삼북길 138, (감삼동)",053-557-4560,20000124,128.5413043,35.8510468
용암약국,경북,청도군,"경상북도 청도군 청도읍 청화로 187-1, (청도읍)",054-373-8799,19990609,128.7453648,35.6420619
대영약국,충북,청주청원구,"충청북도 청주시 청원구 상당로 301-1, (내덕동)",043-256-0722,19790628,127.4883283,36.6553093
터미널약국,충북,진천군,"충청북도 진천군 진천읍 중앙북로 14, 1층",043-533-6303,20190311,127.4383961,36.8592118
지혜약국,대구,대구남구,"대구광역시 남구 두류공원로 26, (대명동)",053-628-8227,20080616,128.5745111,35.840899
오렌지약국,경북,포항북구,"경상북도 포항시 북구 새천년대로 1053, (창포동)",054-255-2229,20190211,129.3707347,36.0628476
대소원온누리약국,충북,충주시,"충청북도 충주시 대소원면 쇠실로 1016, (대소원면)",043-856-9996,20080911,127.8189868,36.9750312
안재경약국,충북,충주시,"충청북도 충주시 국원대로 184, (연수동)",043-847-3363,19790714,127.928616,36.9880124
연세약국,충북,충주시,"충청북도 충주시 남산로 103, (용산동)",043-857-2002,20030607,127.943746,36.9619785
보경약국,충북,충주시,"충청북도 충주시 중앙로 49, (문화동)",043-847-9661,19820612,127.9288634,36.9730524
유성약국,충북,청주흥덕구,"충청북도 청주시 흥덕구 사운로 204, (운천동)",043-266-2667,20010127,127.4774097,36.6469658
모범약국,충북,제천시,"충청북도 제천시 독순로 74, (중앙로2가)",043-643-3602,19860909,128.2112081,37.1387148
수산약국,충북,제천시,"충청북도 제천시 수산면 월악로22길 96-9, 96",043-648-5129,19800625,128.1824844,36.9334586
삼흥약국,강원,횡성군,"강원특별자치도 횡성군 둔내면 둔내로 39, ()",033-342-1038,20090421,128.2150279,37.5127385
정다운 약국,강원,정선군,"강원특별자치도 정선군 정선읍 봉양6길 15-1, ()",033-563-9381,20201201,128.6635911,37.3790645
건강약국,경북,경주시,"경상북도 경주시 금성로 288-1, 102호 (성건동)",054-772-5554,20020102,129.207276,35.8432697
서울약국,충북,영동군,"충청북도 영동군 상촌면 민주지산로 3026-1, (상촌면)",043-743-3671,19771217,127.9147976,36.149489
신양약국,충북,충주시,"충청북도 충주시 주덕읍 신양로 120, ()",043-855-8675,20150202,127.8003434,36.9732509
국제약국,경북,구미시,"경상북도 구미시 송동로 93, (도량동)",054-444-3441,20000207,128.3228993,36.1409178
반약국,충북,청주상당구,"충청북도 청주시 상당구 산성로 68, 1층 (금천동, 엘림빌딩)",043-258-5577,20050601,127.5022318,36.6292226
광산아이사랑약국,광주,광주광산구,"광주광역시 광산구 임방울대로 162, 1층 105호 (운남동)",062-946-7171,20170101,126.8180639,35.1755833
수니약국,광주,광주광산구,"광주광역시 광산구 임방울대로 331, 1층 (수완동)",062-954-7585,20100527,126.8231139,35.189681
뿌리약국,충북,청주서원구,"충청북도 청주시 서원구 산남로 56, 102,103호 (산남동, 에버프라자)",043-298-9848,20071130,127.4678551,36.6114254
새천년약국,경북,포항남구,"경상북도 포항시 남구 호미곶면 해맞이로 194-2, ()",054-281-2334,20130401,129.5602764,36.0787098
경동약국,경북,경주시,"경상북도 경주시 봉황로65번길 3, (서부동)",054-776-3015,20000627,129.2098244,35.8452272
중앙약국,부산,부산기장군,"부산광역시 기장군 장안읍 좌천로 30-1, ()",051-727-0063,19900307,129.2426279,35.3110667
좋은약국,충북,청주청원구,"충청북도 청주시 청원구 율량로3번길 40, 102호 (주중동)",043-216-7227,20170427,127.4855663,36.672657
재미슨약국,충북,청주서원구,"충청북도 청주시 서원구 사직대로 115, (사창동)",043-275-3355,20110329,127.4604003,36.635232
서경약국,충북,청주흥덕구,"충청북도 청주시 흥덕구 풍년로 26, 115,116호 (가경동, 명인투플러스)",043-237-5115,20160122,127.4408237,36.6162682
코코약국,광주,광주광산구,"광주광역시 광산구 임방울대로 334, 1층 102호 (수완동)",062-430-1412,20191111,126.82416,35.1897833
든든한약국,광주,광주광산구,"광주광역시 광산구 임방울대로 261, (신가동, 농수산물유통센터)",070-8847-7155,20151130,126.8186674,35.1850325
금왕온누리약국,충북,음성군,"충청북도 음성군 금왕읍 무극로 284, (금왕읍)",043-877-0143,19951229,127.5933214,36.9927351
밝은약국,광주,광주광산구,"광주광역시 광산구 임방울대로 355, 1층 (수완동)",062-471-8901,20200211,126.8234384,35.1918146
해운대신대학약국,부산,부산해운대구,"부산광역시 해운대구 좌동순환로 247, (좌동)",051-702-2486,20170401,129.1811618,35.1737755
종로약국,충북,음성군,"충청북도 음성군 삼성면 덕정로 64, (삼성면)",043-878-5454,19970805,127.4989071,37.0198775
하소약국,충북,제천시,"충청북도 제천시 하소로 74, (하소동)",043-642-5198,19971002,128.1992125,37.1429321
종근당약국,경기,동두천시,"경기도 동두천시 중앙로 274, (생연동)",031-865-2208,19920303,127.0543249,37.9060115
광혜원종합약국,충북,진천군,"충청북도 진천군 광혜원면 장기길 98, (광혜원면)",043-535-3025,19990915,127.4451721,36.9898011
제천종로약국,충북,제천시,"충청북도 제천시 용두천로 98, (남천동)",043-653-7501,20100831,128.2121,37.136057
세원약국,충북,제천시,"충청북도 제천시 명륜로13길 2, (의림동)",043-648-7560,19990720,128.2116775,37.1413075
영동프라자약국,충북,영동군,"충청북도 영동군 영동읍 계산로 3, (영동읍)",043-742-1616,19991228,127.7782115,36.1752405
하나약국,충북,옥천군,"충청북도 옥천군 옥천읍 금장로 21, (옥천읍)",043-731-0600,20001020,127.5669627,36.3022513
교현충일약국,충북,충주시,"충청북도 충주시 광명1길 2, (교현동)",043-844-5226,20000711,127.9292697,36.9784753
한미르약국,충북,청주서원구,"충청북도 청주시 서원구 청남로 2002, 1층 (분평동)",043-296-2961,20010110,127.484992,36.6108087
백제약국,충북,청주서원구,"충청북도 청주시 서원구 청남로 2114, (모충동)",043-283-8212,20080321,127.4878734,36.6208147
튼튼약국,충북,청주흥덕구,"충청북도 청주시 흥덕구 짐대로72번길 41, 1층 107호 (복대동)",043-239-5008,20140917,127.42759,36.6309431
파티마약국,충북,충주시,"충청북도 충주시 봉계1길 52, (칠금동)",043-851-8582,20020209,127.9155992,36.9810733
행운약국,경남,밀양시,"경상남도 밀양시 삼랑진읍 천태로 48, ()",055-353-3770,19870528,128.8404135,35.3993699
건강제일약국,충북,청주상당구,"충청북도 청주시 상당구 중흥로 54-1, (용암동)",043-286-9337,20090204,127.5033139,36.6104306
수완유약국,광주,광주광산구,"광주광역시 광산구 임방울대로 348, 106호 (수완동)",062-959-7585,20210617,126.8243796,35.1910896
영광약국,대구,대구수성구,"대구광역시 수성구 달구벌대로 2296, (수성동1가)",053-741-0009,20080111,128.6135426,35.8594742
동진약국,대구,대구중구,"대구광역시 중구 국채보상로149길 55, (동인동3가)",053-424-5995,20000711,128.6111832,35.8710854
한빛약국,경기,화성시,"경기도 화성시 향남읍 삼천병마로 207, ()",031-353-3823,19810711,126.9100793,37.1316489
다정온누리약국,대구,대구수성구,"대구광역시 수성구 달구벌대로 2280, (수성동1가, 아성N타워)",053-743-2435,20151207,128.6116218,35.8596794
주왕산약국,경북,청송군,"경상북도 청송군 청송읍 금월로 267, (청송읍)",054-874-8089,20210628,129.0560602,36.4328404
신성약국,대구,대구달서구,"대구광역시 달서구 상인서로 3, 나동 113호 (상인동, 평광아파트)",053-636-3864,20000729,128.5461827,35.8118632
새봄약국,대구,대구동구,"대구광역시 동구 아양로 40, 1층 (신암동)",053-942-7585,20051228,128.6184902,35.8817422
다은약국,대구,대구달서구,"대구광역시 달서구 월배로 106, (진천동)",053-631-7505,20150427,128.5261872,35.8142494
우리들약국,인천,인천남동구,"인천광역시 남동구 호구포로 788, (구월동)",465-0607,20040723,126.7193332,37.4526555
소리약국,충북,청주흥덕구,"충청북도 청주시 흥덕구 가경로 8, (가경동, 104호)",043-235-5451,20100405,127.4442232,36.6166335
한강약국,서울,성북구,"서울특별시 성북구 도봉로 3, 1층 (길음동)",02-980-5350,20130812,127.0298602,37.6094256
